Country,Rural,Job Title,Quantity,Percentage
Netherlands,Non-rural,Database Consultant,2,0.0%
Netherlands,Non-rural,Database Coordinator,4,0.0%
Netherlands,Non-rural,Database Design Analyst,1,0.0%
Netherlands,Non-rural,Database Designer,3,0.0%
Netherlands,Non-rural,Database Development and Administration Project Manager,1,0.0%
Netherlands,Non-rural,Database Management System Specialist (DBMS Specialist),2,0.0%
Netherlands,Non-rural,Database Manager,2,0.0%
Netherlands,Non-rural,Database Marketing Analyst,2,0.0%
Netherlands,Non-rural,Database Modeler,1,0.0%
Netherlands,Non-rural,Database Security Expert,2,0.0%
Netherlands,Non-rural,Database Software Technician,3,0.0%
Netherlands,Non-rural,Database Specialist,2,0.0%
Netherlands,Non-rural,Database Tester,1,0.0%
Netherlands,Non-rural,Director of Data Operations,2,0.0%
Netherlands,Non-rural,Electronic Data Processing Auditor (EDP Auditor),4,0.0%
Netherlands,Non-rural,"Engineer, System Electronic Data Processing (Engineer, System EDP)",4,0.0%
Netherlands,Non-rural,Field Artillery Automated Tactical Data System Specialist,2,0.0%
Netherlands,Non-rural,GPS Field Data Collector (Global Positioning System Field Data Collector),1,0.0%
Netherlands,Non-rural,Geographic Information Systems Data Administrator (GIS Data Administrator),1,0.0%
Netherlands,Non-rural,Geographic Information Systems Data Manager (GIS Data Manager),1,0.0%
Netherlands,Non-rural,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.0%
Netherlands,Non-rural,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.0%
Netherlands,Non-rural,Internet Database Specialist,2,0.0%
Netherlands,Non-rural,LiDAR Data Analyst,1,0.0%
Netherlands,Non-rural,Micro Computer Data Processor,1,0.0%
Netherlands,Non-rural,Not job found,112,1.2%
Netherlands,Non-rural,Reference Data Expert,1,0.0%
Netherlands,Non-rural,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.0%
Netherlands,Non-rural,SQL Database Administrator,1,0.0%
Netherlands,Non-rural,Survey Data Technician,1,0.0%
Netherlands,Non-rural,Weight in Motion Field Data Collection Technician,1,0.0%
Netherlands,Rural,Automatic Data Processing Customer Liaison (ADP Customer Liaison),1,0.0%
Netherlands,Rural,Automatic Data Processing Systems Security Specialist (ADP Systems Security),1,0.0%
Netherlands,Rural,Clinical Data Manager,1,0.0%
Netherlands,Rural,Data Analysis Assistant,1,0.0%
Netherlands,Rural,Data Analyst,1,0.0%
Netherlands,Rural,Data Center Operator,1,0.0%
Netherlands,Rural,Data Collector,1,0.0%
Netherlands,Rural,Data Compiler,1,0.0%
Netherlands,Rural,Data Control Assistant,1,0.0%
Netherlands,Rural,Data Coordinator,1,0.0%
Netherlands,Rural,Data Entry Supervisor,1,0.0%
Netherlands,Rural,Data Examination Clerk,1,0.0%
Netherlands,Rural,Data Processing Auditor,1,0.0%
Netherlands,Rural,Data Processing Equipment Repairer,2,0.0%
Netherlands,Rural,Data Processing Manager,3,0.0%
Netherlands,Rural,Data Processing Systems Analyst,2,0.0%
Netherlands,Rural,Data Security Administrator,1,0.0%
Netherlands,Rural,Data Security Analyst,1,0.0%
Netherlands,Rural,Data Technician,1,0.0%
Netherlands,Rural,Data Warehouse Analyst,1,0.0%
Netherlands,Rural,Data Warehousing Engineer,1,0.0%
Netherlands,Rural,Database Administration Associate,1,0.0%
Netherlands,Rural,Database Administration Project Manager,1,0.0%
Netherlands,Rural,Database Analyst,1,0.0%
Netherlands,Rural,Database Architect,1,0.0%
Netherlands,Rural,Database Consultant,1,0.0%
Netherlands,Rural,Database Marketing Analyst,3,0.0%
Netherlands,Rural,Database Modeler,2,0.0%
Netherlands,Rural,Database Security Administrator,1,0.0%
Netherlands,Rural,Database Tester,1,0.0%
Netherlands,Rural,Director of Data Operations,1,0.0%
Netherlands,Rural,Electronic Data Processing Auditor (EDP Auditor),1,0.0%
Netherlands,Rural,"Engineer, System Electronic Data Processing (Engineer, System EDP)",2,0.0%
Netherlands,Rural,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.0%
Netherlands,Rural,Internet Database Specialist,1,0.0%
Netherlands,Rural,Not job found,55,0.6%
Netherlands,Rural,Oracle Database Administrator (Oracle DBA),3,0.0%
Netherlands,Rural,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.0%
Poland,Non-rural,Analytical Data Miner,3,0.0%
Poland,Non-rural,Automatic Data Processing Customer Liaison (ADP Customer Liaison),11,0.1%
Poland,Non-rural,Automatic Data Processing Planner,5,0.1%
Poland,Non-rural,Automatic Data Processing Planner (ADP Planner),3,0.0%
Poland,Non-rural,Automatic Data Processing Systems Security Specialist (ADP Systems Security),9,0.1%
Poland,Non-rural,Clinical Data Abstractor,2,0.0%
Poland,Non-rural,Clinical Data Analyst,3,0.0%
Poland,Non-rural,Clinical Data Coordinator,1,0.0%
Poland,Non-rural,Clinical Data Management Manager (CDM Manager),2,0.0%
Poland,Non-rural,Clinical Data Specialist,1,0.0%
Poland,Non-rural,Computer or Data Processing Systems Consultant,6,0.1%
Poland,Non-rural,Customer Data Technician,2,0.0%
Poland,Non-rural,Data Acquisition Technician,2,0.0%
Poland,Non-rural,Data Administrator,7,0.1%
Poland,Non-rural,Data Architect,9,0.1%
Poland,Non-rural,Data Base Design Analyst,3,0.0%
Poland,Non-rural,Data Capture Clerk,2,0.0%
Poland,Non-rural,Data Capture Specialist,3,0.0%
Poland,Non-rural,Data Center Operator,1,0.0%
Poland,Non-rural,Data Coder Operator,1,0.0%
Poland,Non-rural,Data Collection Technician,3,0.0%
Poland,Non-rural,Data Collector,1,0.0%
Poland,Non-rural,Data Communications Analyst,10,0.1%
Poland,Non-rural,Data Communications Software Consultant,5,0.1%
Poland,Non-rural,Data Communications Technician,1,0.0%
Poland,Non-rural,Data Control Assistant,1,0.0%
Poland,Non-rural,Data Coordinator,5,0.1%
Poland,Non-rural,Data Entry Operator,1,0.0%
Poland,Non-rural,Data Entry Representative,1,0.0%
Poland,Non-rural,Data Entry Supervisor,1,0.0%
Poland,Non-rural,Data Entry Technician,1,0.0%
Poland,Non-rural,Data Examination Clerk,1,0.0%
Poland,Non-rural,Data Input Clerk,1,0.0%
Poland,Non-rural,Data Management Associate,5,0.1%
Poland,Non-rural,Data Management Information Technology Specialist,5,0.1%
Poland,Non-rural,Data Management Manager,1,0.0%
Poland,Non-rural,Data Miner,7,0.1%
Poland,Non-rural,Data Modeling Specialist,5,0.1%
Poland,Non-rural,Data Officer,7,0.1%
Poland,Non-rural,Data Operations Director,3,0.0%
Poland,Non-rural,Data Processing Auditor,5,0.1%
Poland,Non-rural,Data Processing Clerk,1,0.0%
Poland,Non-rural,Data Processing Consultant,5,0.1%
Poland,Non-rural,Data Processing Control Clerk,1,0.0%
Poland,Non-rural,Data Processing Equipment Repairer,1,0.0%
Poland,Non-rural,Data Processing Manager,7,0.1%
Poland,Non-rural,Data Processing Supervisor,1,0.0%
Poland,Non-rural,Data Processing Systems Analyst,4,0.0%
Poland,Non-rural,Data Processing Systems Project Planner,3,0.0%
Poland,Non-rural,Data Reduction Technician,1,0.0%
Poland,Non-rural,Data Sciences Director,2,0.0%
Poland,Non-rural,Data Scientist,1,0.0%
Poland,Non-rural,Data Security Administrator,8,0.1%
Poland,Non-rural,Data Security Analyst,8,0.1%
Poland,Non-rural,Data Specialist,2,0.0%
Poland,Non-rural,Data Storage Specialist,11,0.1%
Poland,Non-rural,Data Systems Manager,5,0.1%
Poland,Non-rural,Data Technician,1,0.0%
Poland,Non-rural,Data Transcriber,1,0.0%
Poland,Non-rural,Data Typist,1,0.0%
Poland,Non-rural,Data Warehouse Analyst,7,0.1%
Poland,Non-rural,Data Warehouse Architect,4,0.0%
Poland,Non-rural,Data Warehouse Developer,10,0.1%
Poland,Non-rural,Data Warehouse Specialist,9,0.1%
Poland,Non-rural,Data Warehousing Engineer,3,0.0%
Poland,Non-rural,Data Warehousing Manager,5,0.1%
Poland,Non-rural,Data Warehousing Specialist,4,0.0%
Poland,Non-rural,Database Administration Associate,4,0.0%
Poland,Non-rural,Database Administration Manager,6,0.1%
Poland,Non-rural,Database Administration Project Manager,1,0.0%
Poland,Non-rural,Database Administrator (DBA),1,0.0%
Poland,Non-rural,Database Analyst,2,0.0%
Poland,Non-rural,Database Architect,3,0.0%
Poland,Non-rural,Database Consultant,4,0.0%
Poland,Non-rural,Database Coordinator,5,0.1%
Poland,Non-rural,Database Design Analyst,9,0.1%
Poland,Non-rural,Database Designer,4,0.0%
Poland,Non-rural,Database Developer,2,0.0%
Poland,Non-rural,Database Development and Administration Project Manager,10,0.1%
Poland,Non-rural,Database Engineer,5,0.1%
Poland,Non-rural,Database Management System Specialist (DBMS Specialist),6,0.1%
Poland,Non-rural,Database Manager,5,0.1%
Poland,Non-rural,Database Marketing Analyst,5,0.1%
Poland,Non-rural,Database Modeler,2,0.0%
Poland,Non-rural,Database Programmer,2,0.0%
Poland,Non-rural,Database Security Administrator,10,0.1%
Poland,Non-rural,Database Security Expert,9,0.1%
Poland,Non-rural,Database Software Technician,6,0.1%
Poland,Non-rural,Database Specialist,5,0.1%
Poland,Non-rural,Database Technician,1,0.0%
Poland,Non-rural,Database Tester,4,0.0%
Poland,Non-rural,Databases Computer Consultant,3,0.0%
Poland,Non-rural,Databases Software Consultant,3,0.0%
Poland,Non-rural,Datastage Developer,2,0.0%
Poland,Non-rural,Director of Data Operations,9,0.1%
Poland,Non-rural,Electronic Data Interchange System Developer (EDI System Developer),5,0.1%
Poland,Non-rural,Electronic Data Processing Auditor (EDP Auditor),5,0.1%
Poland,Non-rural,"Engineer, System Electronic Data Processing (Engineer, System EDP)",2,0.0%
Poland,Non-rural,Field Artillery Automated Tactical Data System Specialist,1,0.0%
Poland,Non-rural,Flight Data Technician,2,0.0%
Poland,Non-rural,Flight Test Data Acquisition Technician,2,0.0%
Poland,Non-rural,Geographic Information Systems Data Administrator (GIS Data Administrator),4,0.0%
Poland,Non-rural,Geographic Information Systems Data Manager (GIS Data Manager),3,0.0%
Poland,Non-rural,Geographic Information Systems Data Specialist (GIS Data Specialist),11,0.1%
Poland,Non-rural,Geographic Information Systems Database Administrator (GIS Database Administrator),9,0.1%
Poland,Non-rural,Head of Information Systems and Data Processing,2,0.0%
Poland,Non-rural,Internet Database Specialist,1,0.0%
Poland,Non-rural,LiDAR Data Analyst,3,0.0%
Poland,Non-rural,Log Data Technician,1,0.0%
Poland,Non-rural,Marketing Database Analyst,2,0.0%
Poland,Non-rural,Naval Tactical Data System--Combat Information Center Officer,1,0.0%
Poland,Non-rural,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",2,0.0%
Poland,Non-rural,"Naval Tactical Data System--Combat Information Center Watch Officer, General",3,0.0%
Poland,Non-rural,Not job found,238,2.5%
Poland,Non-rural,Oracle Database Administrator (Oracle DBA),6,0.1%
Poland,Non-rural,Reference Data Expert,1,0.0%
Poland,Non-rural,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.0%
Poland,Non-rural,SQL Database Administrator,10,0.1%
Poland,Non-rural,Scientific Database Curator,1,0.0%
Poland,Non-rural,Survey Data Technician,1,0.0%
Poland,Non-rural,Weight in Motion Field Data Collection Technician,1,0.0%
Poland,Rural,Automatic Data Processing Customer Liaison (ADP Customer Liaison),3,0.0%
Poland,Rural,Automatic Data Processing Planner,1,0.0%
Poland,Rural,Automatic Data Processing Planner (ADP Planner),3,0.0%
Poland,Rural,Clinical Data Associate,1,0.0%
Poland,Rural,Clinical Data Management Associate Director,1,0.0%
Poland,Rural,Data Architect,1,0.0%
Poland,Rural,Data Communications Analyst,3,0.0%
Poland,Rural,Data Communications Software Consultant,1,0.0%
Poland,Rural,Data Communications Technician,1,0.0%
Poland,Rural,Data Compiler,2,0.0%
Poland,Rural,Data Coordinator,3,0.0%
Poland,Rural,Data Entry Associate,1,0.0%
Poland,Rural,Data Entry Specialist,1,0.0%
Poland,Rural,Data Entry Technician,1,0.0%
Poland,Rural,Data Management Information Technology Specialist,2,0.0%
Poland,Rural,Data Operations Director,1,0.0%
Poland,Rural,Data Processing Auditor,2,0.0%
Poland,Rural,Data Processing Systems Analyst,1,0.0%
Poland,Rural,Data Recovery Planner,1,0.0%
Poland,Rural,Data Reviewer,1,0.0%
Poland,Rural,Data Scientist,1,0.0%
Poland,Rural,Data Security Analyst,1,0.0%
Poland,Rural,Data Storage Specialist,2,0.0%
Poland,Rural,Data Systems Manager,1,0.0%
Poland,Rural,Data Warehouse Analyst,1,0.0%
Poland,Rural,Data Warehouse Developer,1,0.0%
Poland,Rural,Data Warehousing Specialist,1,0.0%
Poland,Rural,Database Administrator (DBA),1,0.0%
Poland,Rural,Database Architect,1,0.0%
Poland,Rural,Database Consultant,2,0.0%
Poland,Rural,Database Coordinator,1,0.0%
Poland,Rural,Database Design Analyst,1,0.0%
Poland,Rural,Database Designer,1,0.0%
Poland,Rural,Database Development and Administration Project Manager,2,0.0%
Poland,Rural,Database Manager,1,0.0%
Poland,Rural,Database Modeler,2,0.0%
Poland,Rural,Database Security Administrator,1,0.0%
Poland,Rural,Database Software Technician,1,0.0%
Poland,Rural,Database Tester,2,0.0%
Poland,Rural,Databases Computer Consultant,1,0.0%
Poland,Rural,Databases Software Consultant,2,0.0%
Poland,Rural,Director of Data Operations,2,0.0%
Poland,Rural,Electronic Data Processing Auditor (EDP Auditor),1,0.0%
Poland,Rural,Field Artillery Automated Tactical Data System Specialist,1,0.0%
Poland,Rural,Field Traffic Data Technician,1,0.0%
Poland,Rural,Flight Data Technician,1,0.0%
Poland,Rural,Geographic Information Systems Data Administrator (GIS Data Administrator),1,0.0%
Poland,Rural,Geographic Information Systems Data Manager (GIS Data Manager),3,0.0%
Poland,Rural,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.0%
Poland,Rural,Geographic Information Systems Database Administrator (GIS Database Administrator),3,0.0%
Poland,Rural,Internet Database Specialist,1,0.0%
Poland,Rural,Medical Data Analyst,1,0.0%
Poland,Rural,Not job found,86,0.9%
Poland,Rural,Oracle Database Administrator (Oracle DBA),1,0.0%
Poland,Rural,Voice and Data Technician,1,0.0%
Portugal,Non-rural,Analytical Data Miner,1,0.0%
Portugal,Non-rural,Automatic Data Processing Customer Liaison (ADP Customer Liaison),3,0.0%
Portugal,Non-rural,Automatic Data Processing Planner,1,0.0%
Portugal,Non-rural,Automatic Data Processing Planner (ADP Planner),1,0.0%
Portugal,Non-rural,Automatic Data Processing Systems Security Specialist (ADP Systems Security),4,0.0%
Portugal,Non-rural,Clinical Data Coordinator,1,0.0%
Portugal,Non-rural,Clinical Data Management Associate Director,1,0.0%
Portugal,Non-rural,Clinical Data Manager,1,0.0%
Portugal,Non-rural,Clinical Data Specialist,1,0.0%
Portugal,Non-rural,Computer or Data Processing Systems Consultant,2,0.0%
Portugal,Non-rural,Data Administrator,4,0.0%
Portugal,Non-rural,Data Architect,1,0.0%
Portugal,Non-rural,Data Capture Clerk,2,0.0%
Portugal,Non-rural,Data Center Operator,1,0.0%
Portugal,Non-rural,Data Collector,1,0.0%
Portugal,Non-rural,Data Communications Analyst,2,0.0%
Portugal,Non-rural,Data Communications Software Consultant,5,0.1%
Portugal,Non-rural,Data Communications Technician,1,0.0%
Portugal,Non-rural,Data Conversion Operator,1,0.0%
Portugal,Non-rural,Data Coordinator,5,0.1%
Portugal,Non-rural,Data Entry Machine Operator,1,0.0%
Portugal,Non-rural,Data Management Associate,3,0.0%
Portugal,Non-rural,Data Management Information Technology Specialist,1,0.0%
Portugal,Non-rural,Data Management Manager,1,0.0%
Portugal,Non-rural,Data Miner,1,0.0%
Portugal,Non-rural,Data Modeling Specialist,1,0.0%
Portugal,Non-rural,Data Officer,3,0.0%
Portugal,Non-rural,Data Processing Consultant,5,0.1%
Portugal,Non-rural,Data Processing Control Clerk,1,0.0%
Portugal,Non-rural,Data Processing Manager,1,0.0%
Portugal,Non-rural,Data Processing Services Sales Representative,1,0.0%
Portugal,Non-rural,Data Processing Systems Project Planner,2,0.0%
Portugal,Non-rural,Data Processor,1,0.0%
Portugal,Non-rural,Data Recovery Planner,3,0.0%
Portugal,Non-rural,Data Reduction Technician,1,0.0%
Portugal,Non-rural,Data Scientist,2,0.0%
Portugal,Non-rural,Data Security Analyst,4,0.0%
Portugal,Non-rural,Data Storage Specialist,1,0.0%
Portugal,Non-rural,Data Warehouse Analyst,2,0.0%
Portugal,Non-rural,Data Warehouse Architect,1,0.0%
Portugal,Non-rural,Data Warehouse Specialist,1,0.0%
Portugal,Non-rural,Data Warehousing Manager,1,0.0%
Portugal,Non-rural,Database Administration Associate,2,0.0%
Portugal,Non-rural,Database Architect,3,0.0%
Portugal,Non-rural,Database Consultant,2,0.0%
Portugal,Non-rural,Database Coordinator,1,0.0%
Portugal,Non-rural,Database Development and Administration Project Manager,1,0.0%
Portugal,Non-rural,Database Engineer,2,0.0%
Portugal,Non-rural,Database Management System Specialist (DBMS Specialist),1,0.0%
Portugal,Non-rural,Database Manager,2,0.0%
Portugal,Non-rural,Database Marketing Analyst,1,0.0%
Portugal,Non-rural,Database Software Technician,1,0.0%
Portugal,Non-rural,Database Specialist,3,0.0%
Portugal,Non-rural,Databases Computer Consultant,1,0.0%
Portugal,Non-rural,Databases Software Consultant,3,0.0%
Portugal,Non-rural,Electronic Data Interchange System Developer (EDI System Developer),2,0.0%
Portugal,Non-rural,Electronic Data Processing Auditor (EDP Auditor),3,0.0%
Portugal,Non-rural,"Engineer, System Electronic Data Processing (Engineer, System EDP)",1,0.0%
Portugal,Non-rural,Field Traffic Data Technician,1,0.0%
Portugal,Non-rural,Geographic Information Systems Data Administrator (GIS Data Administrator),3,0.0%
Portugal,Non-rural,Geographic Information Systems Data Manager (GIS Data Manager),1,0.0%
Portugal,Non-rural,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.0%
Portugal,Non-rural,Internet Database Specialist,1,0.0%
Portugal,Non-rural,Log Data Technician,1,0.0%
Portugal,Non-rural,Micro Computer Data Processor,1,0.0%
Portugal,Non-rural,Not job found,41,0.4%
Portugal,Non-rural,Oracle Database Administrator (Oracle DBA),1,0.0%
Portugal,Non-rural,SQL Database Administrator,2,0.0%
Portugal,Rural,Automatic Data Processing Systems Security Specialist (ADP Systems Security),1,0.0%
Portugal,Rural,Computer or Data Processing Systems Consultant,1,0.0%
Portugal,Rural,Data Administrator,1,0.0%
Portugal,Rural,Data Architect,1,0.0%
Portugal,Rural,Data Base Design Analyst,2,0.0%
Portugal,Rural,Data Coordinator,1,0.0%
Portugal,Rural,Data Manager,1,0.0%
Portugal,Rural,Data Processing Clerk,1,0.0%
Portugal,Rural,Data Processing Equipment Repairer,1,0.0%
Portugal,Rural,Data Processing Manager,3,0.0%
Portugal,Rural,Data Scientist,2,0.0%
Portugal,Rural,Data Storage Specialist,1,0.0%
Portugal,Rural,Data Warehouse Architect,1,0.0%
Portugal,Rural,Data Warehousing Engineer,1,0.0%
Portugal,Rural,Database Administration Manager,1,0.0%
Portugal,Rural,Database Coordinator,1,0.0%
Portugal,Rural,Database Manager,1,0.0%
Portugal,Rural,Database Software Technician,1,0.0%
Portugal,Rural,Electronic Data Interchange System Developer (EDI System Developer),1,0.0%
Portugal,Rural,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.0%
Portugal,Rural,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.0%
Portugal,Rural,LiDAR Data Analyst,1,0.0%
Portugal,Rural,Not job found,17,0.2%
Romania,Non-rural,Analytical Data Miner,1,0.0%
Romania,Non-rural,Automatic Data Processing Customer Liaison (ADP Customer Liaison),3,0.0%
Romania,Non-rural,Automatic Data Processing Planner,3,0.0%
Romania,Non-rural,Automatic Data Processing Planner (ADP Planner),3,0.0%
Romania,Non-rural,Automatic Data Processing Systems Security Specialist (ADP Systems Security),2,0.0%
Romania,Non-rural,Business Database Analyst,2,0.0%
Romania,Non-rural,Clinical Data Analyst,1,0.0%
Romania,Non-rural,Clinical Data Associate,2,0.0%
Romania,Non-rural,Clinical Data Manager,2,0.0%
Romania,Non-rural,Computer or Data Processing Systems Consultant,4,0.0%
Romania,Non-rural,Customer Data Technician,1,0.0%
Romania,Non-rural,Data Administrator,5,0.1%
Romania,Non-rural,Data Analysis Assistant,2,0.0%
Romania,Non-rural,Data Architect,4,0.0%
Romania,Non-rural,Data Base Design Analyst,2,0.0%
Romania,Non-rural,Data Center Operator,2,0.0%
Romania,Non-rural,Data Coder Operator,1,0.0%
Romania,Non-rural,Data Collection Technician,2,0.0%
Romania,Non-rural,Data Communications Analyst,1,0.0%
Romania,Non-rural,Data Communications Software Consultant,1,0.0%
Romania,Non-rural,Data Compiler,1,0.0%
Romania,Non-rural,Data Coordinator,3,0.0%
Romania,Non-rural,Data Entry Operator,1,0.0%
Romania,Non-rural,Data Entry Representative,1,0.0%
Romania,Non-rural,Data Entry Specialist,1,0.0%
Romania,Non-rural,Data Entry Technician,1,0.0%
Romania,Non-rural,Data Input Clerk,1,0.0%
Romania,Non-rural,Data Management Associate,7,0.1%
Romania,Non-rural,Data Management Information Technology Specialist,2,0.0%
Romania,Non-rural,Data Management Manager,1,0.0%
Romania,Non-rural,Data Miner,3,0.0%
Romania,Non-rural,Data Modeler,1,0.0%
Romania,Non-rural,Data Modeling Specialist,1,0.0%
Romania,Non-rural,Data Officer,6,0.1%
Romania,Non-rural,Data Processing Auditor,1,0.0%
Romania,Non-rural,Data Processing Consultant,2,0.0%
Romania,Non-rural,Data Processing Systems Analyst,1,0.0%
Romania,Non-rural,Data Processing Systems Project Planner,6,0.1%
Romania,Non-rural,Data Processor,1,0.0%
Romania,Non-rural,Data Sciences Director,1,0.0%
Romania,Non-rural,Data Security Administrator,3,0.0%
Romania,Non-rural,Data Security Analyst,4,0.0%
Romania,Non-rural,Data Storage Specialist,4,0.0%
Romania,Non-rural,Data Systems Manager,1,0.0%
Romania,Non-rural,Data Warehouse Analyst,1,0.0%
Romania,Non-rural,Data Warehouse Architect,2,0.0%
Romania,Non-rural,Data Warehouse Developer,2,0.0%
Romania,Non-rural,Data Warehouse Specialist,1,0.0%
Romania,Non-rural,Data Warehousing Engineer,4,0.0%
Romania,Non-rural,Data Warehousing Manager,3,0.0%
Romania,Non-rural,Data Warehousing Specialist,2,0.0%
Romania,Non-rural,Database Administration Associate,2,0.0%
Romania,Non-rural,Database Administration Manager,2,0.0%
Romania,Non-rural,Database Analyst,3,0.0%
Romania,Non-rural,Database Architect,4,0.0%
Romania,Non-rural,Database Consultant,7,0.1%
Romania,Non-rural,Database Design Analyst,1,0.0%
Romania,Non-rural,Database Designer,2,0.0%
Romania,Non-rural,Database Development and Administration Project Manager,2,0.0%
Romania,Non-rural,Database Engineer,2,0.0%
Romania,Non-rural,Database Management System Specialist (DBMS Specialist),4,0.0%
Romania,Non-rural,Database Manager,1,0.0%
Romania,Non-rural,Database Programmer,2,0.0%
Romania,Non-rural,Database Security Administrator,2,0.0%
Romania,Non-rural,Database Security Expert,1,0.0%
Romania,Non-rural,Database Software Technician,1,0.0%
Romania,Non-rural,Database Specialist,5,0.1%
Romania,Non-rural,Database Technician,1,0.0%
Romania,Non-rural,Database Tester,6,0.1%
Romania,Non-rural,Databases Computer Consultant,4,0.0%
Romania,Non-rural,Databases Software Consultant,2,0.0%
Romania,Non-rural,Director of Data Operations,4,0.0%
Romania,Non-rural,Electronic Data Interchange System Developer (EDI System Developer),2,0.0%
Romania,Non-rural,Electronic Data Processing Auditor (EDP Auditor),4,0.0%
Romania,Non-rural,"Engineer, System Electronic Data Processing (Engineer, System EDP)",3,0.0%
Romania,Non-rural,Field Artillery Automated Tactical Data System Specialist,1,0.0%
Romania,Non-rural,Field Traffic Data Technician,2,0.0%
Romania,Non-rural,GPS Field Data Collector (Global Positioning System Field Data Collector),1,0.0%
Romania,Non-rural,Geographic Information Systems Data Administrator (GIS Data Administrator),2,0.0%
Romania,Non-rural,Geographic Information Systems Data Manager (GIS Data Manager),2,0.0%
Romania,Non-rural,Head of Information Systems and Data Processing,4,0.0%
Romania,Non-rural,Health Data Analyst,1,0.0%
Romania,Non-rural,Internet Database Specialist,1,0.0%
Romania,Non-rural,Marketing Database Analyst,1,0.0%
Romania,Non-rural,Medical Data Analyst,1,0.0%
Romania,Non-rural,Micro Computer Data Processor,1,0.0%
Romania,Non-rural,Naval Tactical Data System--Combat Information Center Officer,1,0.0%
Romania,Non-rural,Not job found,75,0.8%
Romania,Non-rural,Oracle Database Administrator (Oracle DBA),2,0.0%
Romania,Non-rural,Reference Data Expert,2,0.0%
Romania,Non-rural,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.0%
Romania,Non-rural,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.0%
Romania,Non-rural,SQL Database Administrator,3,0.0%
Romania,Non-rural,Voice and Data Technician,1,0.0%
Romania,Rural,Automatic Data Processing Customer Liaison (ADP Customer Liaison),2,0.0%
Romania,Rural,Automatic Data Processing Systems Security Specialist (ADP Systems Security),1,0.0%
Romania,Rural,Computer or Data Processing Systems Consultant,2,0.0%
Romania,Rural,Crime Data Specialist,1,0.0%
Romania,Rural,Data Abstractor,1,0.0%
Romania,Rural,Data Architect,1,0.0%
Romania,Rural,Data Entry Clerk,1,0.0%
Romania,Rural,Data Entry Supervisor,1,0.0%
Romania,Rural,Data Entry Technician,1,0.0%
Romania,Rural,Data Input Clerk,1,0.0%
Romania,Rural,Data Modeler,1,0.0%
Romania,Rural,Data Modeling Specialist,1,0.0%
Romania,Rural,Data Officer,1,0.0%
Romania,Rural,Data Processing Auditor,2,0.0%
Romania,Rural,Data Processing Manager,1,0.0%
Romania,Rural,Data Processing Systems Project Planner,1,0.0%
Romania,Rural,Data Processor,1,0.0%
Romania,Rural,Data Security Analyst,1,0.0%
Romania,Rural,Data Storage Specialist,1,0.0%
Romania,Rural,Data Systems Manager,1,0.0%
Romania,Rural,Data Warehouse Analyst,1,0.0%
Romania,Rural,Data Warehouse Specialist,1,0.0%
Romania,Rural,Data Warehousing Specialist,1,0.0%
Romania,Rural,Database Administration Associate,1,0.0%
Romania,Rural,Database Design Analyst,1,0.0%
Romania,Rural,Database Designer,1,0.0%
Romania,Rural,Database Engineer,1,0.0%
Romania,Rural,Database Manager,1,0.0%
Romania,Rural,Database Modeler,1,0.0%
Romania,Rural,Databases Software Consultant,1,0.0%
Romania,Rural,Field Artillery Automated Tactical Data System Specialist,1,0.0%
Romania,Rural,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.0%
Romania,Rural,Head of Information Systems and Data Processing,2,0.0%
Romania,Rural,Not job found,11,0.1%
Romania,Rural,SQL Database Administrator,1,0.0%
Slovakia,Non-rural,Automatic Data Processing Planner,1,0.0%
Slovakia,Non-rural,Automatic Data Processing Planner (ADP Planner),1,0.0%
Slovakia,Non-rural,Automatic Data Processing Systems Security Specialist (ADP Systems Security),4,0.0%
Slovakia,Non-rural,Computer or Data Processing Systems Consultant,1,0.0%
Slovakia,Non-rural,Data Administrator,2,0.0%
Slovakia,Non-rural,Data Base Design Analyst,1,0.0%
Slovakia,Non-rural,Data Capture Specialist,1,0.0%
Slovakia,Non-rural,Data Communications Analyst,1,0.0%
Slovakia,Non-rural,Data Conversion Operator,1,0.0%
Slovakia,Non-rural,Data Management Associate,2,0.0%
Slovakia,Non-rural,Data Officer,2,0.0%
Slovakia,Non-rural,Data Operations Director,1,0.0%
Slovakia,Non-rural,Data Processing Auditor,3,0.0%
Slovakia,Non-rural,Data Processing Manager,1,0.0%
Slovakia,Non-rural,Data Reviewer,1,0.0%
Slovakia,Non-rural,Data Scientist,3,0.0%
Slovakia,Non-rural,Data Systems Manager,1,0.0%
Slovakia,Non-rural,Data Transcriber,1,0.0%
Slovakia,Non-rural,Data Warehouse Analyst,1,0.0%
